City,State
Nakrekal,Telangana
Banswada,Telangana
Kalwakurthy,Telangana
Nagar Kurnool,Telangana
Parigi,Telangana
Thumkunta,Telangana
Neredcherla,Telangana
Nagaram,Telangana
Gajwel,Telangana
Chennur,Telangana
Asifabad,Telangana
Madhira,Telangana
Ghatkesar,Telangana
Kompally,Telangana
Dasnapur,Telangana
Sarapaka,Telangana
Husnabad,Telangana
Pocharam,Telangana
Dammaiguda,Telangana
Achampet,Telangana
Amaravati,Andhra Pradesh
Dispur,Assam
Jaipur,Rajasthan
Kadapa,Andhra Pradesh
Tadpatri,Andhra Pradesh
Anakapalle,Andhra Pradesh
Jaggaiahpet,Andhra Pradesh
Bheemunipatnam,Andhra Pradesh
Uravakonda,Andhra Pradesh
Renigunta,Andhra Pradesh
Srisailam Project (Right Flank Colony) Township,Andhra Pradesh
Lanka,Assam
Mankachar,Assam
Begusarai,Bihar
Chhapra,Bihar
Purnia,Bihar
Dehri-on-Sone,Bihar
Chirmiri,Chhattisgarh
BhabUrban Agglomeration,Bihar
Revelganj,Bihar
Asarganj,Bihar
Morvi,Gujarat
Wadhwan,Gujarat
Mahemdabad,Gujarat
Umbergaon,Gujarat
Adalaj,Gujarat
Gurgaon,Haryana
Sundarnagar,Himachal Pradesh
Kurukshetra,Haryana
Sarsod,Haryana
Bokaro Steel City,Jharkhand
Baramula,Jammu and Kashmir
Saunda,Jharkhand
KathUrban Agglomeration,Jammu and Kashmir
Gumia,Jharkhand
Rajauri,Jammu and Kashmir
Punch,Jammu and Kashmir
Pakaur,Jharkhand
Musabani,Jharkhand
Patratu,Jharkhand
Tenu dam-cum-Kathhara,Jharkhand
Hubli-Dharwad,Karnataka
Mysore,Karnatka
Tumkur,Karnataka
Raayachuru,Karnataka
Ranebennuru,Karnataka
Surapura,Karnataka
Peringathur,Kerala
Lingsugur,Karnataka
Pappinisseri,Kerala
Shikaripur,Karnataka
Mudalagi,Karnataka
Mavoor,Kerala
Mudabidri,Karnataka
Sakaleshapura,Karnataka
Panniyannur,Kerala
Sadalagi,Karnataka
Puthuppally,Kerala
Panamattom,Kerala
Adyar,Karnataka
Noida,Uttar Pradesh
Brahmapur,Odisha
Raghunathganj,West Bengal
Mahbubnagar,Telangana
Tiruvannamalai,Tamil Nadu
Sadulpur,Rajasthan
Purulia,West Bengal
Neyveli (TS),Tamil Nadu
Viluppuram,Tamil Nadu
Ashok Nagar,Madhya Pradesh
Ambejogai,Maharashtra
Paradip,Odisha
Koratla,Telangana
Vrindavan,Uttar Pradesh
Thiruvarur,Tamil Nadu
Bhongir,Telangana
Ozar,Maharashtra
Byasanagar,Odisha
Farooqnagar,Telangana
Manjlegaon,Maharashtra
Parlakhemundi,Odisha
Rameshwaram,Tamil Nadu
Tiruvethipuram,Tamil Nadu
Sadasivpet,Telangana
Yellandu,Telangana
Nanjikottai,Tamil Nadu
Sirkali,Tamil Nadu
Periyasemur,Tamil Nadu
Uchgaon,Maharashtra
Paschim Punropara,West Bengal
Karjat,Maharashtra
Ramngarh,Rajasthan
PandUrban Agglomeration,West Bengal
Mainaguri,West Bengal
Nagarkurnool,Telangana
SUrban Agglomerationr,Uttar Pradesh
Viswanatham,Tamil Nadu
Wara Seoni,Madhya Pradesh
PurqUrban Agglomerationzi,Uttar Pradesh
Malda,West Bengal
Nagla,Uttarakhand
Pattran,Punjab
Panchla,West Bengal
Suriyampalayam,Tamil Nadu
Parasi,Uttar Pradesh
Monoharpur,West Bengal
Kailasahar,Tripura
Srirampore,West Bengal
Adra,West Bengal
Chilakaluripet,Andhra Pradesh
Thirupuvanam,Tamil Nadu
Thirupuvanam,Tamil Nadu
Delhi Cantonment Board,Delhi
Ahmadabad Cantonment Board,Gujarat
Khasyol Cantonment Board,Himachal Pradesh
Bakloh Cantonment Board,Himachal Pradesh
Kasauli Cantonment Board,Himachal Pradesh
Dagshai Cantonment Board,Himachal Pradesh
Subhatu Cantonment Board,Himachal Pradesh
Jutogh Cantonment Board,Himachal Pradesh
Badamibagh Cantonment Board,Jammu and Kashmir
Belgaum Cantonment Board,Karnataka
Cannanore Cantonment Board,Kerala
Morar Cantonment Board,Madhya Pradesh
Mhow Cantonment Board,Madhya Pradesh
Pachmari Cantonment Board,Madhya Pradesh
Khadki Cantonment Board,Maharashtra
Deolali Cantonment Board,Maharashtra
Dehurood Cantonment Board,Maharashtra
Ahmednagar Cantonment Board,Maharashtra
Ferozepur Cantonment Board,Punjab
St Thomas Mount Cantonment Board,Tamil Nadu
Wellington Cantonment Board,Tamil Nadu
Secundarabad Cantonment Board,Telangana
Mathura Cantonment Board,Uttar Pradesh
Fategarh Cantonment Board,Uttar Pradesh
Babina Cantonment Board,Uttar Pradesh
Allahabad Cantonment Board,Uttar Pradesh
Faizabad Cantonment Board,Uttar Pradesh
Chakrata Cantonment Board,Uttarakhand
Landour Cantonment Board,Uttarakhand
Clement Town Cantonment Board,Uttarakhand
Lansdowne Cantonment Board,Uttarakhand
Ranikhet Cantonment Board,Uttarakhand
Jalapahar Cantonment Board,West Bengal
Labong Cantonment Board,West Bengal
Barrackpore Cantonment Board,West Bengal
